ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
3247,27,Celadon City,0.0,Elite Trainer,Water,57,1,UltraBall,44,1,0,Aggressive,7,1,36288,1,1
3894,54,Saffron City,0.0,Researcher,Dark,86,0,PokéBall,76,0,0,Unpredictable,4,0,90038,1,0
876,55,Celadon City,1.0,Rocket Grunt,Fairy,91,0,DuskBall,73,3,0,Unpredictable,5,0,83719,1,0
1619,11,Saffron City,1.0,Rocket Grunt,Water,100,0,UltraBall,50,4,0,Defensive,20,0,5110,1,0
393,13,Cerulean City,1.0,Daycare Worker,Ghost,72,0,PokéBall,49,0,0,Unpredictable,14,0,94012,1,0
3219,17,Pallet Town,0.0,Casino Worker,Psychic,68,0,TimerBall,70,3,0,Unpredictable,13,0,13474,1,0
664,31,Cerulean City,1.0,Underground Battler,Ghost,57,0,DuskBall,28,3,0,Unpredictable,8,0,30162,1,0
3098,34,Pewter City,1.0,Researcher,Dragon,34,1,NetBall,45,2,1,Aggressive,14,1,202002,0,1
3809,18,Pallet Town,0.0,Fisherman,Ground,15,0,MasterBall,55,1,0,Unpredictable,1,0,10790,1,0
552,51,Viridian City,1.0,Biker,Ghost,53,0,NetBall,72,3,0,Defensive,23,0,92636,1,0
2599,34,Celadon City,0.0,Elite Trainer,Ice,43,0,UltraBall,21,0,0,Unpredictable,3,0,60238,1,0
2534,20,Lavender Town,0.0,Police Officer,Fire,15,1,LuxuryBall,44,0,0,Aggressive,17,0,144080,1,1
2321,70,Vermilion City,0.0,Black Market Dealer,Water,27,0,HealBall,79,3,0,Unpredictable,2,0,34178,1,0
2541,63,Lavender Town,0.0,Champion,Poison,84,0,NetBall,55,5,0,Unpredictable,13,0,30604,1,0
3204,28,Vermilion City,0.0,Elite Trainer,Ghost,60,1,PokéBall,90,4,0,Unpredictable,19,0,262342,0,1
1172,69,Lavender Town,1.0,PokéMart Seller,Psychic,93,0,DarkBall,22,0,0,Unpredictable,10,0,93421,1,0
2074,42,Pewter City,1.0,Champion,Flying,71,0,HealBall,22,2,0,Unpredictable,2,0,24133,1,0
2813,31,Viridian City,2.0,Breeder,Normal,68,0,NetBall,59,5,0,Aggressive,18,0,90196,1,0
1518,55,Vermilion City,0.0,PokéMart Seller,Fairy,77,0,HealBall,55,2,0,Unpredictable,12,0,89931,1,0
3962,51,Pewter City,0.0,Breeder,Ice,30,0,PokéBall,36,6,0,Unpredictable,0,0,2481,1,0
1231,32,Cerulean City,0.0,Scientist,Flying,5,0,UltraBall,64,4,0,Defensive,13,0,85344,1,0
2494,34,Pewter City,0.0,Nurse,Poison,84,0,PokéBall,50,1,0,Defensive,17,0,38025,1,0
2237,44,Lavender Town,1.0,Elite Trainer,Ice,80,0,MasterBall,32,3,0,Unpredictable,5,0,1334,1,0
1091,39,Fuchsia City,2.0,Scientist,Poison,77,0,HealBall,74,3,0,Aggressive,0,0,5733,1,0
2555,23,Cinnabar Island,1.0,Gym Leader Assistant,Dark,86,0,UltraBall,40,4,0,Aggressive,15,0,40834,1,0
269,13,Lavender Town,1.0,Fisherman,Steel,38,0,PokéBall,52,0,0,Defensive,7,1,177749,0,1
1341,70,Vermilion City,0.0,Scientist,Bug,66,0,NetBall,78,2,0,Defensive,5,0,59291,1,0
1876,27,Vermilion City,1.0,Daycare Worker,Poison,8,1,PokéBall,69,3,0,Unpredictable,21,1,285499,0,1
2516,66,Viridian City,0.0,Rocket Grunt,Ice,35,0,PokéBall,77,3,0,Defensive,15,0,76847,1,0
850,35,Viridian City,1.0,Police Officer,Poison,41,0,MasterBall,38,6,0,Defensive,8,0,99543,1,0
2138,68,Celadon City,0.0,Breeder,Poison,66,0,GreatBall,26,3,0,Aggressive,23,0,66482,1,0
1904,29,Vermilion City,1.0,Elite Trainer,Dark,18,0,GreatBall,71,3,0,Unpredictable,15,0,92258,1,0
848,19,Lavender Town,1.0,PokéMart Seller,Grass,72,0,UltraBall,27,0,0,Aggressive,6,0,13516,1,0
1568,44,Cinnabar Island,2.0,Black Market Dealer,Poison,20,0,NetBall,34,3,0,Defensive,16,0,29462,1,0
2405,55,Celadon City,1.0,Rocket Grunt,Dragon,56,0,GreatBall,49,0,0,Unpredictable,22,0,22860,1,0
3577,35,Celadon City,1.0,Casino Worker,Grass,16,0,UltraBall,68,2,0,Aggressive,16,0,73122,1,0
2145,37,Pallet Town,0.0,Biker,Fighting,86,0,MasterBall,21,2,0,Unpredictable,15,0,48832,1,0
3707,68,Saffron City,0.0,Researcher,Bug,33,0,UltraBall,60,1,0,Aggressive,2,0,9679,1,0
2380,12,Fuchsia City,2.0,Black Market Dealer,Rock,94,1,DuskBall,83,2,0,Defensive,3,0,326730,0,1
28,10,Cinnabar Island,1.0,Gym Leader Assistant,Fighting,16,0,GreatBall,28,6,0,Aggressive,25,0,11268,1,0
991,41,Viridian City,1.0,Fisherman,Fairy,99,0,PokéBall,38,5,0,Aggressive,4,0,303844,0,1
1920,33,Cinnabar Island,1.0,Gym Leader Assistant,Fairy,75,0,GreatBall,30,0,0,Unpredictable,7,0,89112,1,0
3330,55,Cerulean City,2.0,PokéMart Seller,Fighting,81,0,UltraBall,54,1,0,Defensive,18,0,81011,1,0
3529,60,Viridian City,1.0,Breeder,Dark,94,0,LuxuryBall,44,2,0,Unpredictable,24,0,59551,1,0
1237,20,Pallet Town,1.0,Casino Worker,Dragon,20,0,PokéBall,33,0,0,Aggressive,13,0,10057,1,0
3008,22,Lavender Town,1.0,PokéMart Seller,Dragon,49,0,DuskBall,20,4,0,Unpredictable,11,0,81319,1,0
635,51,Pewter City,1.0,Daycare Worker,Electric,33,0,TimerBall,49,2,0,Unpredictable,11,0,33881,1,0
1036,15,Pallet Town,1.0,PokéMart Seller,Ghost,41,0,UltraBall,36,1,0,Unpredictable,2,0,32882,1,0
293,29,Viridian City,1.0,Nurse,Fire,32,0,DuskBall,48,4,0,Aggressive,3,0,2956,1,0
1541,35,Lavender Town,1.0,Daycare Worker,Flying,90,0,TimerBall,24,0,0,Aggressive,3,0,6525,1,0
3137,14,Vermilion City,1.0,Black Market Dealer,Flying,46,0,NetBall,76,1,0,Aggressive,21,0,44571,1,0
968,21,Celadon City,1.0,Gym Leader Assistant,Ground,30,0,PokéBall,32,2,0,Aggressive,11,0,91710,1,1
567,35,Viridian City,1.0,Researcher,Normal,47,0,TimerBall,56,1,0,Defensive,25,0,95430,1,0
592,12,Cinnabar Island,1.0,Nurse,Fighting,32,0,PokéBall,47,5,0,Defensive,5,0,44152,1,0
547,57,Cinnabar Island,0.0,Black Market Dealer,Fairy,11,0,DarkBall,52,0,0,Unpredictable,24,0,93440,1,0
603,60,Saffron City,1.0,Rocket Grunt,Steel,21,1,LuxuryBall,57,4,0,Unpredictable,16,1,377420,0,1
1572,32,Celadon City,0.0,Researcher,Steel,54,0,NetBall,76,2,0,Aggressive,22,0,173260,0,1
3992,62,Viridian City,0.0,Champion,Flying,14,0,UltraBall,32,0,0,Defensive,25,0,59894,1,0
2504,66,Celadon City,0.0,Elite Trainer,Poison,98,0,DuskBall,72,2,0,Unpredictable,17,0,19496,1,0
765,51,Viridian City,0.0,Underground Battler,Water,7,0,TimerBall,62,0,0,Aggressive,7,0,84816,1,0
3196,10,Vermilion City,1.0,Champion,Dark,53,0,TimerBall,34,1,0,Defensive,13,0,14393,1,0
3858,20,Viridian City,0.0,Scientist,Rock,28,0,UltraBall,47,1,0,Unpredictable,13,0,6110,1,0
1910,48,Viridian City,0.0,Daycare Worker,Electric,57,0,DuskBall,48,3,0,Defensive,24,0,44932,1,0
817,43,Saffron City,1.0,Black Market Dealer,Steel,17,0,PokéBall,40,1,0,Aggressive,5,0,101674,1,1
1532,49,Vermilion City,0.0,Champion,Poison,39,0,DuskBall,25,0,0,Unpredictable,24,0,46809,1,0
2547,69,Pallet Town,1.0,PokéMart Seller,Water,94,0,TimerBall,39,3,0,Aggressive,5,0,93867,1,0
2302,70,Celadon City,1.0,Gym Leader Assistant,Dark,11,0,UltraBall,21,3,0,Defensive,5,0,4068,1,0
2199,20,Cinnabar Island,0.0,Police Officer,Ghost,40,0,DuskBall,57,1,0,Unpredictable,4,0,97553,1,0
3178,19,Pallet Town,0.0,Police Officer,Water,28,0,DarkBall,28,0,0,Unpredictable,11,0,94477,1,0
659,70,Fuchsia City,0.0,PokéMart Seller,Fire,70,0,HealBall,85,1,0,Unpredictable,14,0,34331,1,0
1749,57,Viridian City,1.0,Breeder,Rock,77,0,HealBall,62,5,0,Aggressive,14,0,52684,1,0
1448,21,Pewter City,1.0,Casino Worker,Ground,29,0,TimerBall,83,5,0,Defensive,22,0,91903,1,0
3833,41,Celadon City,0.0,Nurse,Ground,20,0,DuskBall,39,6,0,Aggressive,7,0,53305,1,0
3576,36,Fuchsia City,1.0,Casino Worker,Ground,20,0,DuskBall,29,4,0,Aggressive,11,0,75952,1,0
1135,57,Celadon City,1.0,Elite Trainer,Steel,77,0,DarkBall,70,2,0,Unpredictable,17,0,89519,1,0
1092,23,Cerulean City,0.0,Casino Worker,Dark,65,0,DuskBall,28,4,0,Unpredictable,20,0,3621,1,0
2598,18,Cerulean City,0.0,Rocket Grunt,Dark,38,0,DuskBall,31,0,0,Unpredictable,18,0,13293,1,0
526,31,Pewter City,0.0,Gym Leader Assistant,Ghost,6,0,MasterBall,33,5,0,Defensive,9,0,16427,1,0
110,61,Lavender Town,0.0,Black Market Dealer,Grass,51,0,LuxuryBall,37,3,0,Aggressive,22,0,57614,1,0
3604,43,Cerulean City,1.0,PokéMart Seller,Psychic,36,0,TimerBall,48,1,0,Unpredictable,11,0,24565,1,0
2500,46,Pewter City,0.0,Police Officer,Poison,87,0,DuskBall,46,1,0,Aggressive,1,0,95559,1,0
1249,22,Saffron City,1.0,Underground Battler,Dark,52,1,UltraBall,35,3,0,Unpredictable,4,1,24541,0,1
3489,63,Saffron City,0.0,Rocket Grunt,Steel,79,0,NetBall,77,0,0,Unpredictable,22,0,56133,1,0
3772,16,Viridian City,1.0,Underground Battler,Bug,52,0,LuxuryBall,83,3,0,Defensive,17,0,71429,1,0
1527,42,Vermilion City,1.0,Elite Trainer,Fighting,80,0,DarkBall,59,2,0,Defensive,6,0,83394,1,0
3435,51,Lavender Town,1.0,Champion,Fighting,14,0,TimerBall,70,0,0,Defensive,26,1,63846,0,1
1903,32,Celadon City,0.0,Black Market Dealer,Ice,53,0,NetBall,64,6,0,Defensive,16,1,162378,0,1
3897,34,Lavender Town,2.0,Breeder,Ice,7,0,UltraBall,74,3,0,Aggressive,23,0,70033,1,0
515,48,Cinnabar Island,0.0,Elite Trainer,Ground,61,0,LuxuryBall,23,3,0,Aggressive,1,0,25082,1,0
2300,22,Cerulean City,0.0,Police Officer,Bug,76,0,PokéBall,83,1,0,Defensive,9,0,87980,1,0
1681,20,Saffron City,0.0,Black Market Dealer,Dark,31,0,HealBall,55,0,0,Defensive,13,0,34282,1,0
2816,69,Cerulean City,0.0,Researcher,Normal,94,0,UltraBall,80,1,0,Aggressive,4,0,36085,0,1
1737,21,Fuchsia City,1.0,Police Officer,Fairy,92,0,UltraBall,50,6,0,Defensive,9,0,24514,1,0
3567,39,Cinnabar Island,0.0,Nurse,Poison,24,0,NetBall,45,3,0,Unpredictable,22,1,319022,0,1
2998,26,Pallet Town,1.0,Biker,Normal,56,0,TimerBall,56,6,0,Defensive,11,0,35814,1,0
1182,70,Saffron City,0.0,Elite Trainer,Ice,62,0,NetBall,41,5,0,Unpredictable,13,0,306880,0,1
3995,30,Viridian City,0.0,Rocket Grunt,Steel,28,0,TimerBall,41,0,0,Unpredictable,13,0,92903,1,0
1254,42,Pewter City,0.0,Gym Leader Assistant,Ground,7,1,TimerBall,75,0,0,Defensive,10,1,391555,0,1
2920,49,Cerulean City,0.0,Police Officer,Steel,29,0,NetBall,60,0,0,Defensive,13,0,97959,1,0
1887,66,Pewter City,1.0,Rocket Grunt,Ground,98,0,DuskBall,52,0,0,Unpredictable,2,0,37664,1,0
1939,10,Celadon City,0.0,Fisherman,Steel,68,0,GreatBall,74,1,0,Aggressive,3,0,97594,1,0
3679,58,Cerulean City,2.0,Researcher,Dark,82,0,DarkBall,57,1,0,Defensive,10,1,191780,0,1
2844,15,Vermilion City,0.0,Gym Leader Assistant,Poison,77,0,NetBall,41,5,1,Defensive,7,1,48824,0,1
2280,21,Cinnabar Island,2.0,Breeder,Bug,85,0,MasterBall,38,2,0,Defensive,10,0,73614,1,0
237,30,Cerulean City,1.0,PokéMart Seller,Dragon,9,0,UltraBall,27,1,0,Aggressive,12,0,54520,1,0
3585,51,Lavender Town,0.0,Fisherman,Fairy,45,0,UltraBall,43,2,0,Defensive,19,0,8005,1,0
1200,41,Lavender Town,0.0,Breeder,Normal,27,0,HealBall,77,1,0,Aggressive,4,0,47050,1,0
1340,50,Celadon City,0.0,Nurse,Fairy,60,0,UltraBall,88,0,0,Defensive,14,1,346290,0,1
2455,15,Pewter City,0.0,Rocket Grunt,Ghost,46,0,LuxuryBall,71,0,0,Unpredictable,3,0,61857,1,0
3211,15,Lavender Town,0.0,Black Market Dealer,Dragon,98,0,GreatBall,31,0,0,Aggressive,22,0,88187,0,1
3901,52,Cerulean City,2.0,Gym Leader Assistant,Dragon,29,0,MasterBall,66,2,0,Defensive,1,0,19892,1,0
926,22,Pallet Town,0.0,Casino Worker,Grass,60,0,DuskBall,73,4,0,Aggressive,17,0,39831,1,0
2989,25,Fuchsia City,1.0,Nurse,Rock,67,0,GreatBall,59,0,0,Aggressive,24,0,73585,1,0
3999,14,Pallet Town,1.0,PokéMart Seller,Dark,46,0,UltraBall,79,7,0,Unpredictable,18,0,50577,1,0
144,41,Celadon City,0.0,Black Market Dealer,Dark,97,0,NetBall,31,3,0,Aggressive,22,1,51375,1,1
1100,32,Cerulean City,2.0,Biker,Grass,79,0,LuxuryBall,25,3,0,Defensive,1,0,43211,1,0
452,59,Vermilion City,0.0,Breeder,Steel,31,1,HealBall,50,0,0,Aggressive,27,0,305200,0,1
3902,18,Lavender Town,0.0,Police Officer,Psychic,26,0,HealBall,34,4,0,Unpredictable,24,0,301,1,0
3839,39,Saffron City,1.0,Black Market Dealer,Psychic,19,1,TimerBall,86,0,0,Unpredictable,9,0,194226,0,1
1733,66,Viridian City,1.0,Casino Worker,Water,28,0,NetBall,40,3,0,Defensive,7,0,47212,1,0
1316,50,Pallet Town,0.0,Casino Worker,Dark,100,1,TimerBall,36,1,0,Unpredictable,12,0,96211,0,1
2564,62,Celadon City,1.0,Nurse,Rock,30,0,UltraBall,73,3,0,Unpredictable,10,0,60023,1,0
3658,21,Pallet Town,1.0,Biker,Fighting,60,0,HealBall,34,1,0,Defensive,22,0,40767,1,0
735,69,Lavender Town,2.0,Gym Leader Assistant,Dark,10,0,GreatBall,56,0,0,Unpredictable,13,0,90041,1,0
1389,28,Cinnabar Island,0.0,Elite Trainer,Fairy,81,0,MasterBall,38,0,0,Unpredictable,20,0,68774,1,0
3336,42,Cinnabar Island,0.0,Elite Trainer,Flying,89,0,UltraBall,79,8,0,Unpredictable,6,0,11649,1,0
3131,31,Lavender Town,2.0,Elite Trainer,Ground,69,0,GreatBall,42,3,0,Unpredictable,21,0,99516,1,0
2287,48,Cerulean City,2.0,Black Market Dealer,Ice,15,0,GreatBall,27,5,0,Aggressive,22,0,15235,1,0
3468,53,Pewter City,0.0,Fisherman,Grass,48,0,LuxuryBall,34,2,0,Unpredictable,19,0,96929,1,0
1117,27,Fuchsia City,0.0,Gym Leader Assistant,Normal,51,0,MasterBall,22,7,0,Defensive,19,0,71829,1,0
1814,56,Fuchsia City,1.0,Daycare Worker,Ghost,7,1,DarkBall,54,0,0,Defensive,28,0,274260,0,1
2963,69,Viridian City,2.0,Biker,Fire,84,0,PokéBall,33,1,0,Aggressive,6,0,71547,1,0
1099,39,Pewter City,1.0,Underground Battler,Flying,78,0,HealBall,59,0,0,Unpredictable,22,0,65318,1,0
3671,43,Fuchsia City,2.0,Daycare Worker,Fairy,53,0,LuxuryBall,56,3,0,Unpredictable,4,0,10174,1,0
3236,66,Fuchsia City,1.0,Breeder,Fire,66,1,UltraBall,42,5,0,Aggressive,5,1,137981,0,1
3326,44,Cinnabar Island,1.0,Casino Worker,Fairy,18,0,MasterBall,21,2,0,Unpredictable,23,0,72457,1,0
162,66,Celadon City,0.0,PokéMart Seller,Dark,33,0,TimerBall,29,6,0,Aggressive,1,0,85725,1,0
2528,30,Vermilion City,1.0,PokéMart Seller,Normal,60,0,UltraBall,70,0,0,Defensive,4,0,21845,1,0
2992,50,Vermilion City,0.0,Biker,Grass,39,0,LuxuryBall,61,1,0,Aggressive,21,0,48219,1,0
3240,18,Pewter City,1.0,Scientist,Steel,98,0,GreatBall,47,5,0,Aggressive,13,0,93490,1,0
614,28,Fuchsia City,0.0,Gym Leader Assistant,Steel,20,0,PokéBall,71,1,0,Unpredictable,3,0,15785,1,0
972,35,Cinnabar Island,1.0,Elite Trainer,Fighting,47,0,PokéBall,73,4,0,Defensive,25,0,56903,1,0
1566,32,Vermilion City,0.0,Breeder,Poison,93,0,UltraBall,76,1,0,Unpredictable,3,0,68519,1,0
863,46,Fuchsia City,0.0,Elite Trainer,Psychic,12,0,NetBall,71,0,0,Defensive,7,0,39812,1,0
2054,51,Pewter City,1.0,Biker,Ghost,60,0,UltraBall,47,0,0,Aggressive,4,0,93810,1,0
3526,32,Vermilion City,1.0,Casino Worker,Steel,26,0,MasterBall,58,5,0,Defensive,3,0,84960,1,0
1144,27,Pallet Town,0.0,Underground Battler,Water,100,0,UltraBall,26,1,0,Unpredictable,17,0,65363,1,0
2772,49,Saffron City,0.0,Researcher,Dark,56,0,TimerBall,25,1,0,Aggressive,11,0,44034,1,0
3561,67,Celadon City,1.0,Breeder,Ice,97,1,GreatBall,89,1,1,Defensive,11,1,289949,0,1
353,25,Vermilion City,1.0,Fisherman,Psychic,9,0,HealBall,54,8,0,Defensive,7,0,20733,0,1
164,49,Vermilion City,0.0,Fisherman,Grass,35,0,HealBall,67,3,0,Unpredictable,1,0,99729,1,0
3625,35,Lavender Town,2.0,Police Officer,Fire,47,0,DarkBall,38,2,0,Defensive,3,0,38146,1,0
1327,35,Lavender Town,1.0,Underground Battler,Dark,41,0,PokéBall,78,2,0,Defensive,25,0,13599,1,0
3838,65,Pallet Town,2.0,Champion,Rock,77,0,PokéBall,66,5,0,Aggressive,7,0,70917,1,0
2600,66,Viridian City,1.0,Nurse,Ghost,81,0,TimerBall,20,0,0,Aggressive,22,0,78792,1,0
2710,27,Pallet Town,0.0,PokéMart Seller,Bug,39,0,TimerBall,40,1,0,Defensive,13,0,76425,1,0
2496,67,Lavender Town,0.0,Police Officer,Dragon,37,0,GreatBall,69,3,0,Aggressive,18,0,4618,1,0
2897,15,Fuchsia City,0.0,Nurse,Bug,91,0,TimerBall,24,1,0,Defensive,20,0,64620,1,0
3292,61,Celadon City,1.0,Daycare Worker,Flying,5,0,PokéBall,41,2,0,Unpredictable,21,0,41907,1,0
3232,26,Pewter City,0.0,Nurse,Dragon,92,0,TimerBall,79,1,0,Aggressive,15,0,98123,1,0
705,32,Saffron City,0.0,Champion,Dragon,39,0,NetBall,24,4,0,Unpredictable,14,0,29928,1,0
1374,46,Vermilion City,1.0,Black Market Dealer,Bug,37,0,HealBall,71,4,0,Defensive,4,0,57527,1,0
1859,15,Pallet Town,1.0,Casino Worker,Ghost,93,0,TimerBall,40,0,0,Defensive,17,0,27103,1,0
946,35,Vermilion City,1.0,Rocket Grunt,Fire,27,0,MasterBall,25,5,0,Aggressive,6,0,91822,1,0
3930,49,Lavender Town,0.0,Scientist,Fire,60,0,DarkBall,44,1,0,Unpredictable,25,0,55745,1,0
553,50,Pallet Town,1.0,Gym Leader Assistant,Water,87,0,PokéBall,29,0,0,Unpredictable,13,0,68516,1,0
3269,51,Vermilion City,1.0,Rocket Grunt,Psychic,83,1,MasterBall,84,2,0,Unpredictable,28,1,95568,1,1
1671,25,Cinnabar Island,0.0,Casino Worker,Rock,61,0,PokéBall,27,3,0,Unpredictable,20,0,89371,1,0
66,46,Saffron City,1.0,Police Officer,Fairy,43,0,DuskBall,75,2,0,Aggressive,26,1,58067,1,1
3492,61,Lavender Town,1.0,Champion,Normal,85,0,DuskBall,39,2,0,Aggressive,10,0,75787,1,0
1487,55,Cerulean City,1.0,Daycare Worker,Dragon,19,0,DarkBall,38,1,0,Defensive,6,0,5340,1,0
2402,11,Fuchsia City,0.0,Police Officer,Bug,24,0,PokéBall,68,1,0,Defensive,13,1,30908,0,1
2885,23,Viridian City,0.0,Champion,Steel,26,0,UltraBall,61,1,0,Unpredictable,3,0,8455,1,0
3235,56,Pallet Town,1.0,Researcher,Bug,65,0,TimerBall,73,0,0,Unpredictable,20,0,62095,1,0
1044,49,Viridian City,1.0,Elite Trainer,Fire,5,0,UltraBall,35,1,0,Unpredictable,18,0,64711,1,1
2607,13,Pewter City,1.0,Underground Battler,Flying,5,0,HealBall,41,2,0,Aggressive,20,0,60619,1,0
1524,21,Saffron City,0.0,Underground Battler,Ice,43,0,GreatBall,70,5,0,Unpredictable,7,0,59858,1,0
3369,57,Saffron City,1.0,Gym Leader Assistant,Poison,8,0,DarkBall,35,3,0,Aggressive,7,0,16416,1,0
1360,47,Vermilion City,1.0,Elite Trainer,Rock,96,0,NetBall,59,1,0,Defensive,15,0,79754,1,0
3611,12,Viridian City,1.0,Underground Battler,Rock,82,0,TimerBall,46,0,0,Unpredictable,0,0,32432,1,0
593,49,Saffron City,1.0,Underground Battler,Poison,64,0,PokéBall,46,2,0,Defensive,22,0,44349,1,0
3452,55,Celadon City,1.0,Daycare Worker,Ground,51,0,TimerBall,72,1,0,Unpredictable,11,0,72156,1,0
3474,66,Vermilion City,0.0,PokéMart Seller,Flying,29,0,HealBall,85,2,0,Unpredictable,9,0,3706,1,0
292,28,Pallet Town,2.0,Black Market Dealer,Normal,41,0,TimerBall,38,0,0,Defensive,0,0,94337,1,0
464,27,Lavender Town,1.0,Casino Worker,Bug,32,0,TimerBall,45,3,0,Defensive,11,0,67275,1,0
1366,27,Fuchsia City,0.0,Breeder,Dragon,49,0,GreatBall,36,4,0,Aggressive,26,1,215532,1,1
3603,65,Vermilion City,1.0,Police Officer,Ghost,84,0,PokéBall,77,4,0,Defensive,16,0,29913,1,0
921,43,Pallet Town,1.0,Researcher,Fairy,43,0,UltraBall,50,0,0,Defensive,16,0,36698,1,0
116,57,Celadon City,0.0,PokéMart Seller,Poison,35,1,GreatBall,70,0,0,Aggressive,20,1,190080,0,1
1063,20,Cerulean City,0.0,Biker,Dragon,97,0,LuxuryBall,42,2,0,Aggressive,17,0,70789,1,0
3189,45,Cinnabar Island,0.0,Scientist,Dark,33,0,HealBall,40,3,0,Unpredictable,23,0,47555,1,0
655,64,Saffron City,1.0,Champion,Psychic,85,0,HealBall,65,3,0,Defensive,2,0,54129,1,0
1457,30,Vermilion City,0.0,Black Market Dealer,Ghost,38,0,PokéBall,73,5,0,Unpredictable,14,0,60472,1,0
