ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
93,37,Celadon City,0.0,Rocket Grunt,Ghost,93,0,DarkBall,23,3,0,Defensive,6,0,45512,1,No
94,32,Pewter City,0.0,Fisherman,Rock,40,0,MasterBall,70,2,0,Unpredictable,14,0,41318,1,No
95,49,Pallet Town,1.0,Champion,Fairy,60,0,LuxuryBall,33,2,0,Aggressive,19,0,50385,1,No
96,43,Cerulean City,2.0,Rocket Grunt,Steel,31,0,HealBall,46,0,0,Defensive,20,0,97333,1,No
97,28,Saffron City,0.0,Gym Leader Assistant,Flying,46,0,GreatBall,35,1,0,Unpredictable,1,0,25006,1,No
98,33,Pewter City,2.0,Gym Leader Assistant,Dragon,56,0,TimerBall,73,6,0,Aggressive,25,0,7119,1,No
99,40,Celadon City,1.0,Underground Battler,Grass,59,0,UltraBall,23,4,0,Unpredictable,1,0,61592,1,No
100,41,Cinnabar Island,0.0,Biker,Steel,50,0,HealBall,53,1,0,Aggressive,25,0,75846,1,No
101,26,Fuchsia City,0.0,Police Officer,Fire,24,0,TimerBall,32,0,0,Unpredictable,7,0,28246,1,No
102,67,Cinnabar Island,1.0,Fisherman,Dark,46,0,TimerBall,21,6,0,Defensive,21,0,58336,1,No
103,58,Vermilion City,1.0,Black Market Dealer,Poison,7,1,LuxuryBall,48,0,1,Defensive,28,1,192550,0,Yes
104,43,Fuchsia City,2.0,Elite Trainer,Rock,66,0,UltraBall,42,1,0,Unpredictable,6,0,83453,1,No
105,52,Pallet Town,1.0,Elite Trainer,Dark,90,0,UltraBall,84,3,0,Aggressive,11,0,89357,1,No
106,19,Cerulean City,0.0,PokéMart Seller,Rock,20,0,TimerBall,43,0,0,Aggressive,3,1,307889,0,Yes
107,22,Saffron City,1.0,Researcher,Fire,6,0,DuskBall,73,1,0,Defensive,6,0,88000,1,No
108,48,Pallet Town,1.0,Police Officer,Electric,41,0,DuskBall,42,6,1,Aggressive,20,0,16253,0,Yes
109,30,Vermilion City,2.0,Breeder,Electric,71,0,GreatBall,83,3,0,Unpredictable,2,0,35673,1,No
110,61,Lavender Town,0.0,Black Market Dealer,Grass,51,0,LuxuryBall,37,3,0,Aggressive,22,0,57614,1,No
111,44,Cinnabar Island,1.0,Black Market Dealer,Fighting,75,1,NetBall,34,0,0,Aggressive,9,1,369529,0,Yes
112,34,Cinnabar Island,1.0,Casino Worker,Grass,90,0,PokéBall,55,1,0,Defensive,6,0,21517,1,No
113,32,Pewter City,1.0,Daycare Worker,Fairy,60,0,DuskBall,23,6,0,Defensive,9,0,34661,1,No
114,70,Saffron City,0.0,Underground Battler,Ice,96,0,PokéBall,78,2,0,Aggressive,14,0,95894,1,No
115,55,Vermilion City,0.0,Breeder,Flying,82,0,HealBall,40,0,0,Aggressive,19,0,1751,1,No
116,57,Celadon City,0.0,PokéMart Seller,Poison,35,1,GreatBall,70,0,0,Aggressive,20,1,190080,0,Yes
117,51,Viridian City,1.0,Researcher,Normal,87,0,PokéBall,40,7,0,Aggressive,10,0,56737,1,No
118,37,Viridian City,0.0,Elite Trainer,Ghost,17,0,GreatBall,49,0,0,Aggressive,24,0,5338,1,No
119,52,Saffron City,1.0,Elite Trainer,Flying,32,0,LuxuryBall,50,5,0,Unpredictable,13,1,342092,1,Yes
120,25,Cerulean City,0.0,Casino Worker,Psychic,38,0,DuskBall,56,1,0,Unpredictable,25,0,67370,1,No
121,11,Viridian City,2.0,Casino Worker,Poison,96,0,LuxuryBall,47,5,0,Aggressive,0,0,12095,1,No
122,27,Cinnabar Island,1.0,Police Officer,Ghost,14,1,MasterBall,33,3,0,Aggressive,29,0,54529,0,Yes
123,68,Lavender Town,1.0,Scientist,Fighting,81,0,MasterBall,58,1,0,Aggressive,24,0,66618,1,No
124,16,Fuchsia City,2.0,Underground Battler,Fire,10,0,HealBall,38,0,0,Unpredictable,16,0,55432,1,No
125,55,Cinnabar Island,1.0,Casino Worker,Bug,93,0,MasterBall,72,3,0,Defensive,18,0,30037,1,No
126,70,Vermilion City,0.0,Biker,Dark,42,0,UltraBall,51,0,0,Unpredictable,24,0,87702,1,No
127,21,Pallet Town,1.0,Underground Battler,Dragon,60,0,LuxuryBall,78,0,0,Defensive,12,0,347,1,No
128,25,Saffron City,2.0,Nurse,Flying,55,0,TimerBall,76,4,0,Unpredictable,20,1,280326,0,Yes
129,16,Viridian City,0.0,Casino Worker,Dark,55,0,TimerBall,32,5,0,Defensive,3,0,85659,1,No
130,42,Pewter City,1.0,PokéMart Seller,Ground,74,0,GreatBall,20,5,0,Defensive,18,0,47087,1,No
131,22,Lavender Town,2.0,Champion,Rock,62,0,UltraBall,62,2,0,Defensive,7,0,12235,1,No
132,16,Viridian City,0.0,PokéMart Seller,Ice,32,0,UltraBall,20,2,0,Unpredictable,17,0,31169,1,No
133,24,Pallet Town,2.0,Nurse,Flying,55,0,TimerBall,72,5,0,Unpredictable,16,0,10283,1,No
134,68,Viridian City,0.0,Rocket Grunt,Bug,67,0,PokéBall,59,2,0,Aggressive,1,0,69202,1,No
135,68,Celadon City,1.0,Gym Leader Assistant,Fairy,63,0,DuskBall,43,0,0,Aggressive,13,0,99007,1,No
136,36,Pallet Town,1.0,Police Officer,Fire,14,0,LuxuryBall,50,3,0,Unpredictable,25,0,21605,1,No
137,49,Cerulean City,0.0,Casino Worker,Dark,96,1,UltraBall,52,2,0,Defensive,16,0,88284,0,Yes
138,37,Pallet Town,0.0,Biker,Fairy,24,0,MasterBall,79,3,0,Defensive,25,0,40610,1,No
139,29,Vermilion City,2.0,Biker,Normal,72,0,NetBall,85,2,0,Unpredictable,19,0,55093,1,No
140,34,Cerulean City,1.0,Police Officer,Dark,53,0,MasterBall,70,6,0,Unpredictable,4,0,37414,1,No
141,65,Pewter City,2.0,Underground Battler,Fairy,57,0,TimerBall,24,3,0,Defensive,23,0,61264,1,No
142,39,Saffron City,0.0,Police Officer,Psychic,69,0,GreatBall,79,5,0,Unpredictable,17,0,75328,1,No
143,18,Cinnabar Island,0.0,Biker,Steel,84,0,NetBall,76,4,0,Defensive,18,0,30771,1,No
144,41,Celadon City,0.0,Black Market Dealer,Dark,97,0,NetBall,31,3,0,Aggressive,22,1,51375,1,Yes
145,57,Fuchsia City,1.0,Black Market Dealer,Poison,65,0,PokéBall,69,2,0,Unpredictable,9,0,60019,1,No
146,59,Lavender Town,2.0,Scientist,Grass,16,0,DuskBall,86,0,0,Unpredictable,23,1,139125,0,Yes
147,21,Cerulean City,1.0,Casino Worker,Ghost,94,0,PokéBall,35,4,0,Defensive,1,0,70592,1,No
148,32,Saffron City,0.0,Champion,Psychic,39,0,HealBall,40,4,0,Unpredictable,13,0,276,1,No
149,45,Lavender Town,1.0,PokéMart Seller,Steel,82,0,GreatBall,62,0,0,Unpredictable,1,0,97282,1,No
150,60,Pewter City,1.0,Champion,Grass,74,0,TimerBall,72,0,0,Unpredictable,20,0,81296,1,No
151,25,Celadon City,0.0,Fisherman,Fire,87,0,GreatBall,62,0,0,Unpredictable,0,0,31435,1,No
152,10,Viridian City,1.0,Rocket Grunt,Bug,91,0,LuxuryBall,20,5,0,Defensive,1,0,6429,1,No
153,24,Cerulean City,2.0,Biker,Fairy,48,0,HealBall,84,1,0,Defensive,19,0,52925,1,No
154,30,Cerulean City,0.0,Champion,Ground,72,0,MasterBall,60,4,0,Unpredictable,25,0,52642,1,No
155,66,Cerulean City,0.0,Champion,Rock,66,0,DarkBall,71,4,0,Unpredictable,17,0,35716,1,No
156,37,Fuchsia City,1.0,Fisherman,Normal,9,0,NetBall,78,0,0,Defensive,13,0,36987,1,No
157,10,Pallet Town,1.0,Rocket Grunt,Psychic,98,0,DarkBall,80,0,0,Defensive,1,0,57758,1,No
158,48,Vermilion City,1.0,PokéMart Seller,Bug,18,0,MasterBall,56,0,0,Aggressive,21,0,89702,1,No
159,57,Cerulean City,2.0,Elite Trainer,Ice,94,0,DuskBall,31,3,0,Unpredictable,14,0,89268,1,No
160,13,Pallet Town,2.0,Casino Worker,Bug,37,0,TimerBall,83,4,0,Aggressive,3,0,5454,1,No
161,50,Cinnabar Island,1.0,Rocket Grunt,Fighting,42,0,LuxuryBall,46,5,0,Defensive,21,0,42006,1,No
162,66,Celadon City,0.0,PokéMart Seller,Dark,33,0,TimerBall,29,6,0,Aggressive,1,0,85725,1,No
163,52,Cinnabar Island,0.0,Researcher,Steel,100,0,TimerBall,71,4,0,Aggressive,14,0,208885,0,Yes
164,49,Vermilion City,0.0,Fisherman,Grass,35,0,HealBall,67,3,0,Unpredictable,1,0,99729,1,No
165,61,Celadon City,0.0,Fisherman,Ice,16,0,DarkBall,30,5,0,Defensive,23,0,10675,1,No
166,46,Fuchsia City,1.0,Fisherman,Dragon,53,0,DuskBall,71,2,0,Defensive,21,0,62064,1,No
167,32,Viridian City,0.0,Police Officer,Poison,59,0,UltraBall,74,0,0,Defensive,11,0,14595,1,No
168,14,Saffron City,0.0,Researcher,Fire,89,0,MasterBall,69,0,0,Unpredictable,18,0,97191,1,No
169,54,Vermilion City,0.0,Fisherman,Fire,52,0,NetBall,30,4,0,Defensive,6,0,29477,1,No
170,54,Saffron City,0.0,Police Officer,Dark,47,0,GreatBall,85,2,0,Aggressive,10,0,20475,1,No
171,13,Celadon City,1.0,PokéMart Seller,Dark,84,0,PokéBall,79,0,0,Aggressive,19,0,69134,1,No
172,40,Pallet Town,2.0,Underground Battler,Grass,59,0,PokéBall,59,1,0,Aggressive,1,0,66519,1,No
173,39,Cinnabar Island,2.0,Breeder,Water,37,0,PokéBall,85,3,0,Aggressive,11,0,70278,1,No
174,36,Viridian City,1.0,Champion,Electric,9,0,GreatBall,61,0,0,Aggressive,22,0,22660,1,No
175,65,Saffron City,1.0,Researcher,Water,84,0,UltraBall,20,3,0,Defensive,3,0,69219,1,No
176,42,Cinnabar Island,1.0,Underground Battler,Psychic,22,0,MasterBall,47,7,0,Unpredictable,8,0,40630,1,No
177,45,Lavender Town,1.0,Daycare Worker,Fighting,58,0,PokéBall,79,2,0,Unpredictable,1,0,79292,1,No
178,32,Cinnabar Island,1.0,Police Officer,Electric,68,0,NetBall,28,3,0,Aggressive,3,0,54373,1,No
179,46,Fuchsia City,1.0,Gym Leader Assistant,Normal,38,0,DarkBall,32,8,0,Unpredictable,6,0,75370,1,No
180,46,Saffron City,1.0,Gym Leader Assistant,Fairy,46,0,LuxuryBall,59,1,0,Defensive,20,0,14182,1,No
181,10,Fuchsia City,1.0,Scientist,Normal,66,0,PokéBall,53,1,0,Aggressive,19,0,91878,1,No
182,49,Saffron City,1.0,Scientist,Ghost,23,0,GreatBall,76,3,0,Aggressive,17,0,74977,1,No
183,58,Cerulean City,1.0,Police Officer,Bug,41,0,HealBall,23,3,0,Aggressive,9,0,91374,1,No
184,29,Pallet Town,1.0,Biker,Poison,62,0,GreatBall,48,1,0,Defensive,21,0,27406,1,No
185,68,Pallet Town,1.0,Scientist,Electric,42,0,DarkBall,30,0,0,Unpredictable,14,0,17170,1,No
186,41,Lavender Town,1.0,Rocket Grunt,Steel,28,0,TimerBall,49,2,0,Unpredictable,6,0,25834,1,No
187,39,Viridian City,2.0,Underground Battler,Fire,49,0,UltraBall,33,1,0,Unpredictable,19,0,35889,1,No
188,42,Viridian City,1.0,Black Market Dealer,Psychic,50,0,GreatBall,65,3,0,Unpredictable,2,0,50831,1,No
189,60,Viridian City,0.0,Biker,Fire,38,0,TimerBall,76,3,0,Defensive,21,0,79443,1,No
190,32,Vermilion City,1.0,Nurse,Normal,18,0,UltraBall,28,0,0,Aggressive,15,0,31694,1,No
191,31,Saffron City,1.0,Breeder,Ground,26,0,UltraBall,75,1,0,Unpredictable,8,0,90257,1,No
192,44,Saffron City,2.0,Daycare Worker,Dragon,43,0,DarkBall,61,2,0,Aggressive,22,0,40816,1,No
193,36,Cerulean City,1.0,Police Officer,Steel,42,0,TimerBall,79,2,0,Aggressive,4,0,72202,1,No
194,37,Fuchsia City,0.0,Nurse,Poison,47,0,TimerBall,83,2,0,Aggressive,21,0,84931,1,No
195,55,Vermilion City,1.0,Scientist,Flying,65,0,NetBall,36,3,0,Unpredictable,6,0,87641,1,No
196,30,Pallet Town,0.0,Biker,Rock,17,1,MasterBall,90,0,0,Aggressive,20,0,208466,0,Yes
197,49,Vermilion City,1.0,Breeder,Flying,35,0,NetBall,32,0,0,Defensive,22,0,6985,1,No
198,35,Pallet Town,1.0,Champion,Ice,57,0,MasterBall,39,0,0,Defensive,15,0,88251,1,No
199,59,Pallet Town,0.0,Fisherman,Water,26,0,UltraBall,77,0,0,Aggressive,7,0,7155,1,No
200,67,Vermilion City,2.0,Researcher,Bug,100,0,GreatBall,58,5,0,Unpredictable,18,0,64728,1,No
201,59,Celadon City,2.0,Casino Worker,Fire,13,0,PokéBall,38,1,0,Unpredictable,6,0,86689,1,No
202,66,Celadon City,1.0,Fisherman,Poison,15,0,DuskBall,55,0,0,Aggressive,14,0,95364,1,No
203,31,Pallet Town,2.0,Underground Battler,Dragon,35,0,NetBall,68,2,0,Aggressive,1,0,26599,1,No
204,55,Fuchsia City,1.0,Rocket Grunt,Fire,43,0,DuskBall,54,0,0,Defensive,8,0,14789,1,No
205,11,Cinnabar Island,1.0,Black Market Dealer,Dark,78,1,DuskBall,74,0,0,Aggressive,26,1,111824,0,Yes
206,70,Saffron City,1.0,Underground Battler,Fighting,54,0,DuskBall,32,4,0,Unpredictable,11,1,198434,0,Yes
207,53,Pallet Town,0.0,Rocket Grunt,Rock,59,0,TimerBall,48,1,0,Unpredictable,18,0,66635,1,No
208,21,Pallet Town,1.0,Champion,Normal,92,0,GreatBall,61,5,0,Unpredictable,11,0,81639,1,No
209,29,Lavender Town,1.0,Police Officer,Rock,55,1,DuskBall,84,0,1,Aggressive,26,1,101985,0,Yes
210,61,Cinnabar Island,1.0,Underground Battler,Grass,100,1,HealBall,66,0,0,Unpredictable,3,1,395880,1,Yes
211,69,Fuchsia City,1.0,Researcher,Dragon,36,0,LuxuryBall,45,3,0,Unpredictable,1,0,16575,1,No
212,16,Viridian City,0.0,Rocket Grunt,Ice,48,0,GreatBall,44,5,0,Aggressive,4,0,42972,1,No
213,51,Lavender Town,0.0,Elite Trainer,Electric,79,0,DarkBall,66,1,0,Unpredictable,9,0,5185,1,No
214,64,Pewter City,0.0,Champion,Flying,41,0,NetBall,31,0,0,Unpredictable,3,0,91967,1,No
215,10,Cinnabar Island,1.0,Daycare Worker,Grass,46,0,TimerBall,29,1,0,Unpredictable,23,0,4366,1,No
216,52,Pallet Town,1.0,Casino Worker,Fighting,65,0,UltraBall,21,1,0,Aggressive,4,0,93514,1,No
217,26,Pallet Town,0.0,Biker,Ground,17,0,TimerBall,49,2,0,Defensive,24,0,33133,1,No
218,64,Cerulean City,1.0,Breeder,Steel,75,0,NetBall,82,0,0,Aggressive,14,0,83031,1,No
219,65,Cerulean City,0.0,Elite Trainer,Fairy,64,0,MasterBall,83,1,0,Unpredictable,24,0,85303,1,No
220,58,Viridian City,0.0,Researcher,Psychic,45,0,DarkBall,34,4,0,Unpredictable,23,0,1257,1,No
221,23,Saffron City,1.0,Biker,Ground,25,0,DuskBall,58,1,0,Aggressive,13,0,33465,1,No
222,11,Vermilion City,0.0,Breeder,Fire,92,0,PokéBall,26,4,0,Unpredictable,1,0,27953,1,No
223,55,Pewter City,1.0,Fisherman,Ghost,95,0,HealBall,35,3,0,Aggressive,22,0,53432,1,No
224,64,Fuchsia City,1.0,Police Officer,Water,90,0,MasterBall,37,0,0,Aggressive,21,0,8158,1,No
225,68,Vermilion City,2.0,Fisherman,Poison,94,0,PokéBall,60,7,0,Defensive,24,0,98947,1,No
226,70,Fuchsia City,1.0,Nurse,Poison,82,0,HealBall,45,1,0,Unpredictable,12,0,71672,1,No
227,17,Saffron City,1.0,Biker,Flying,57,1,NetBall,57,3,0,Defensive,23,1,236943,0,Yes
228,69,Pallet Town,1.0,Biker,Ice,70,0,DarkBall,80,4,0,Defensive,5,0,3939,1,No
229,29,Pewter City,1.0,Biker,Steel,18,0,UltraBall,51,0,0,Aggressive,2,0,67052,1,No
230,35,Celadon City,2.0,Researcher,Poison,86,0,GreatBall,56,4,1,Defensive,23,1,319106,0,Yes
